"label","gradyear,gender,age,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,cute,sex,sexy,hot,kissed,dance,band,marching,music,rock,god,church,jesus,bible,hair,dress,blonde,mall,shopping,clothes,hollister,abercrombie,die,death,drunk,drugs","id"
"Extrovert",-1.6464846959848853,161
"Extrovert",-1.6462526052232729,162
"Extrovert",-1.6460205144616604,163
"Extrovert",-1.6457884237000482,164
"Extrovert",-1.6455563329384357,165
"Extrovert",-1.6453242421768233,166
"Extrovert",-1.6450921514152108,167
"Extrovert",-1.6448600606535984,168
"Extrovert",-1.6446279698919861,169
"Extrovert",-1.6443958791303737,170
"Extrovert",-1.6441637883687612,171
"Extrovert",-1.6439316976071487,172
"Extrovert",-1.6436996068455363,173
"Extrovert",-1.643467516083924,174
"Extrovert",-1.6432354253223116,175
"Extrovert",-1.6430033345606991,176
"Extrovert",-1.6427712437990867,177
"Extrovert",-1.6425391530374742,178
"Extrovert",-1.642307062275862,179
"Extrovert",-1.6420749715142495,180
"Extrovert",-1.641842880752637,181
"Extrovert",-1.6416107899910246,182
"Extrovert",-1.6413786992294122,183
"Extrovert",-1.6411466084677997,184
"Extrovert",-1.6409145177061875,185
"Extrovert",-1.640682426944575,186
"Extrovert",-1.6404503361829625,187
"Extrovert",-1.64021824542135,188
"Extrovert",-1.6399861546597376,189
"Extrovert",-1.6397540638981254,190
"Extrovert",-1.639521973136513,191
"Extrovert",-1.6392898823749005,192
"Extrovert",-1.639057791613288,193
"Extrovert",-1.6388257008516756,194
"Extrovert",-1.6385936100900633,195
"Extrovert",-1.6383615193284509,196
"Extrovert",-1.6381294285668384,197
"Extrovert",-1.637897337805226,198
"Extrovert",-1.6376652470436135,199
"Extrovert",-1.6374331562820013,200
"Extrovert",-1.6372010655203888,201
"Extrovert",-1.6369689747587763,202
"Extrovert",-1.6367368839971639,203
"Extrovert",-1.6365047932355514,204
"Extrovert",-1.636272702473939,205
"Extrovert",-1.6360406117123267,206
"Extrovert",-1.6358085209507143,207
"Extrovert",-1.6355764301891018,208
"Extrovert",-1.6353443394274894,209
"Extrovert",-1.635112248665877,210
"Extrovert",-1.6348801579042647,211
"Extrovert",-1.6346480671426522,212
"Extrovert",-1.6344159763810397,213
"Extrovert",-1.6341838856194273,214
"Extrovert",-1.6339517948578148,215
"Extrovert",-1.6337197040962026,216
"Extrovert",-1.6334876133345901,217
"Extrovert",-1.6332555225729777,218
"Extrovert",-1.6330234318113652,219
"Extrovert",-1.6327913410497528,220
"Extrovert",-1.6325592502881405,221
"Extrovert",-1.632327159526528,222
"Extrovert",-1.6320950687649156,223
"Extrovert",-1.6318629780033032,224
"Extrovert",-1.6316308872416907,225
"Extrovert",-1.6313987964800782,226
"Extrovert",-1.631166705718466,227
"Extrovert",-1.6309346149568535,228
"Extrovert",-1.630702524195241,229
"Extrovert",-1.6304704334336286,230
"Extrovert",-1.6302383426720162,231
"Extrovert",-1.630006251910404,232
"Extrovert",-1.6297741611487915,233
"Extrovert",-1.629542070387179,234
"Extrovert",-1.6293099796255666,235
"Extrovert",-1.629077888863954,236
"Extrovert",-1.6288457981023419,237
"Extrovert",-1.6286137073407294,238
"Extrovert",-1.628381616579117,239
"Extrovert",-1.6281495258175045,240
"Extrovert",-1.627917435055892,241
"Extrovert",-1.6276853442942798,242
"Extrovert",-1.6274532535326673,243
"Extrovert",-1.6272211627710549,244
"Extrovert",-1.6269890720094424,245
"Extrovert",-1.62675698124783,246
"Extrovert",-1.6265248904862175,247
"Extrovert",-1.6262927997246053,248
"Extrovert",-1.6260607089629928,249
"Extrovert",-1.6258286182013804,250
"Extrovert",-1.625596527439768,251
"Extrovert",-1.6253644366781554,252
"Extrovert",-1.6251323459165432,253
"Extrovert",-1.6249002551549308,254
"Extrovert",-1.6246681643933183,255
"Extrovert",-1.6244360736317058,256
"Extrovert",-1.6242039828700934,257
"Extrovert",-1.6239718921084811,258
"Extrovert",-1.6237398013468687,259
"Extrovert",-1.6235077105852562,260
"Extrovert",-1.6232756198236438,261
"Extrovert",-1.6230435290620313,262
"Extrovert",-1.622811438300419,263
"Extrovert",-1.6225793475388066,264
"Extrovert",-1.6223472567771942,265
"Extrovert",-1.6221151660155817,266
"Extrovert",-1.6218830752539692,267
"Extrovert",-1.6216509844923568,268
"Extrovert",-1.6214188937307445,269
"Extrovert",-1.621186802969132,270
"Extrovert",-1.6209547122075196,271
"Extrovert",-1.6207226214459072,272
"Extrovert",-1.6833871270812595,273
"Extrovert",-1.6204905306842947,274
"Extrovert",-1.6202584399226825,275
"Extrovert",-1.62002634916107,276
"Extrovert",-1.6197942583994576,277
"Extrovert",-1.619562167637845,278
"Extrovert",-1.6193300768762326,279
"Extrovert",-1.6190979861146204,280
"Extrovert",-1.618865895353008,281
"Extrovert",-1.6186338045913955,282
"Extrovert",-1.618401713829783,283
"Extrovert",-1.6181696230681706,284
"Extrovert",-1.6179375323065583,285
"Extrovert",-1.6177054415449459,286
"Extrovert",-1.6174733507833334,287
"Extrovert",-1.617241260021721,288
"Extrovert",-1.6170091692601085,289
"Extrovert",-1.616777078498496,290
"Extrovert",-1.6165449877368838,291
"Extrovert",-1.6163128969752714,292
"Extrovert",-1.616080806213659,293
"Extrovert",-1.6158487154520464,294
"Extrovert",-1.615616624690434,295
"Extrovert",-1.6153845339288218,296
"Extrovert",-1.6151524431672093,297
"Extrovert",-1.6149203524055968,298
"Extrovert",-1.6146882616439844,299
"Extrovert",-1.614456170882372,300
"Extrovert",-1.6142240801207597,301
"Extrovert",-1.6139919893591472,302
"Extrovert",-1.6137598985975348,303
"Extrovert",-1.6135278078359223,304
"Extrovert",-1.6132957170743099,305
"Extrovert",-1.6130636263126976,306
"Extrovert",-1.6128315355510852,307
"Extrovert",-1.6125994447894727,308
"Extrovert",-1.6123673540278602,309
"Extrovert",-1.6121352632662478,310
"Extrovert",-1.6119031725046353,311
"Extrovert",-1.611671081743023,312
"Extrovert",-1.6114389909814106,313
"Extrovert",-1.6112069002197982,314
"Extrovert",-1.6109748094581857,315
"Extrovert",-1.6107427186965733,316
"Extrovert",-1.610510627934961,317
"Extrovert",-1.6102785371733486,318
"Extrovert",-1.610046446411736,319
"Extrovert",-1.6098143556501237,320
"Extrovert",-1.6095822648885112,321
"Extrovert",-1.609350174126899,322
"Extrovert",-1.6091180833652865,323
"Extrovert",-1.608885992603674,324
"Extrovert",-1.6086539018420616,325
"Extrovert",-1.6084218110804491,326
"Extrovert",-1.608189720318837,327
"Extrovert",-1.6079576295572244,328
"Extrovert",-1.607725538795612,329
"Extrovert",-1.6074934480339995,330
"Extrovert",-1.607261357272387,331
"Extrovert",-1.6070292665107748,332
"Extrovert",-1.6067971757491624,333
"Extrovert",-1.60656508498755,334
"Extrovert",-1.6063329942259374,335
"Extrovert",-1.606100903464325,336
"Extrovert",-1.6058688127027125,337
"Extrovert",-1.6056367219411003,338
"Extrovert",-1.6054046311794878,339
"Extrovert",-1.6051725404178754,340
"Extrovert",-1.604940449656263,341
"Extrovert",-1.6047083588946505,342
"Extrovert",-1.6044762681330382,343
"Extrovert",-1.6042441773714258,344
"Extrovert",-1.6040120866098133,345
"Extrovert",-1.6037799958482009,346
"Extrovert",-1.6035479050865884,347
"Extrovert",-1.6033158143249762,348
"Extrovert",-1.6030837235633637,349
"Extrovert",-1.6028516328017512,350
"Extrovert",-1.6026195420401388,351
"Extrovert",-1.6023874512785263,352
"Extrovert",-1.602155360516914,353
"Extrovert",-1.6019232697553016,354
"Extrovert",-1.6016911789936892,355
"Extrovert",-1.6014590882320767,356
"Extrovert",-1.6012269974704643,357
"Extrovert",-1.6009949067088518,358
"Extrovert",-1.6007628159472396,359
"Extrovert",-1.6005307251856271,360
"Extrovert",-1.6002986344240147,361
"Extrovert",-1.6000665436624022,362
"Extrovert",-1.5998344529007897,363
"Extrovert",-1.5996023621391775,364
"Extrovert",-1.599370271377565,365
"Extrovert",-1.5991381806159526,366
"Extrovert",-1.5989060898543401,367
"Extrovert",-1.5986739990927277,368
"Extrovert",-1.5984419083311154,369
"Extrovert",-1.598209817569503,370
"Extrovert",-1.5979777268078905,371
"Extrovert",-1.597745636046278,372
"Extrovert",-1.5975135452846656,373
"Extrovert",-1.5972814545230534,374
"Extrovert",-1.597049363761441,375
"Extrovert",-1.5968172729998285,376
"Extrovert",-1.596585182238216,377
"Extrovert",-1.5963530914766035,378
"Extrovert",-1.596121000714991,379
"Extrovert",-1.5958889099533788,380
"Extrovert",-1.5956568191917664,381
"Extrovert",-1.595424728430154,382
"Extrovert",-1.5951926376685415,383
"Extrovert",-1.594960546906929,384
"Extrovert",-1.5947284561453168,385
"Extrovert",-1.5944963653837043,386
"Extrovert",-1.5942642746220919,387
"Extrovert",-1.5940321838604794,388
"Extrovert",-1.593800093098867,389
"Extrovert",-1.5935680023372547,390
"Extrovert",-1.5933359115756422,391
"Extrovert",-1.5931038208140298,392
"Extrovert",-1.5928717300524173,393
"Extrovert",-1.5926396392908049,394
"Extrovert",-1.5924075485291926,395
"Extrovert",-1.5921754577675802,396
"Extrovert",-1.5919433670059677,397
"Extrovert",-1.5917112762443553,398
"Extrovert",-1.5914791854827428,399
"Extrovert",-1.5912470947211304,400
"Extrovert",-1.5910150039595181,401
"Extrovert",-1.5907829131979057,402
"Extrovert",-1.5905508224362932,403
"Extrovert",-1.5903187316746807,404
"Extrovert",-1.5900866409130683,405
"Extrovert",-1.589854550151456,406
"Extrovert",-1.5896224593898436,407
"Extrovert",-1.5893903686282311,408
"Extrovert",-1.5891582778666187,409
"Extrovert",-1.5889261871050062,410
"Extrovert",-1.588694096343394,411
"Extrovert",-1.5884620055817815,412
"Extrovert",-1.588229914820169,413
"Extrovert",-1.5879978240585566,414
"Extrovert",-1.5877657332969441,415
"Extrovert",-1.587533642535332,416
"Extrovert",-1.5873015517737195,417
"Extrovert",-1.587069461012107,418
"Extrovert",-1.5868373702504945,419
"Extrovert",-1.631166705718466,420
"Extrovert",-1.586605279488882,421
"Extrovert",-1.5863731887272696,422
"Extrovert",-1.5861410979656574,423
"Extrovert",-1.585909007204045,424
"Extrovert",-1.5856769164424325,425
"Extrovert",-1.58544482568082,426
"Extrovert",-1.5852127349192076,427
"Extrovert",-1.5849806441575953,428
"Extrovert",-1.5847485533959829,429
"Extrovert",-1.5845164626343704,430
"Extrovert",-1.584284371872758,431
"Extrovert",-1.5840522811111455,432
"Extrovert",-1.5838201903495333,433
"Extrovert",-1.5835880995879208,434
"Extrovert",-1.5833560088263083,435
"Extrovert",-1.5831239180646959,436
"Extrovert",-1.5828918273030834,437
"Extrovert",-1.5826597365414712,438
"Extrovert",-1.5824276457798587,439
"Extrovert",-1.5821955550182463,440
"Extrovert",-1.5819634642566338,441
"Extrovert",-1.5817313734950214,442
"Extrovert",-1.581499282733409,443
"Extrovert",-1.5812671919717967,444
"Extrovert",-1.5810351012101842,445
"Extrovert",-1.5808030104485717,446
"Extrovert",-1.5805709196869593,447
"Extrovert",-1.5803388289253468,448
"Extrovert",-1.5801067381637346,449
"Extrovert",-1.5798746474021221,450
"Extrovert",-1.5796425566405097,451
"Extrovert",-1.5794104658788972,452
"Extrovert",-1.5791783751172848,453
"Extrovert",-1.5789462843556725,454
"Extrovert",-1.57871419359406,455
"Extrovert",-1.5784821028324476,456
"Extrovert",-1.5782500120708352,457
"Extrovert",-1.5780179213092227,458
"Extrovert",-1.5777858305476105,459
"Extrovert",-1.577553739785998,460
"Extrovert",-1.5773216490243855,461
"Extrovert",-1.577089558262773,462
"Extrovert",-1.5768574675011606,463
"Extrovert",-1.5766253767395482,464
"Extrovert",-1.576393285977936,465
"Extrovert",-1.5761611952163235,466
"Extrovert",-1.575929104454711,467
"Extrovert",-1.5756970136930986,468
"Extrovert",-1.575464922931486,469
"Extrovert",-1.5752328321698739,470
"Extrovert",-1.5750007414082614,471
"Extrovert",-1.574768650646649,472
"Extrovert",-1.5745365598850365,473
"Extrovert",-1.574304469123424,474
"Extrovert",-1.5740723783618118,475
"Extrovert",-1.5738402876001993,476
"Extrovert",-1.5736081968385869,477
"Extrovert",-1.5733761060769744,478
"Extrovert",-1.573144015315362,479
"Extrovert",-1.5729119245537497,480
"Extrovert",-1.5726798337921373,481
"Extrovert",-1.5724477430305248,482
"Extrovert",-1.5722156522689124,483
"Extrovert",-1.5719835615073,484
"Extrovert",-1.5717514707456874,485
"Extrovert",-1.5715193799840752,486
"Extrovert",-1.5712872892224627,487
"Extrovert",-1.5710551984608503,488
"Extrovert",-1.5708231076992378,489
"Extrovert",-1.5705910169376254,490
"Extrovert",-1.5703589261760131,491
"Extrovert",-1.5701268354144007,492
"Extrovert",-1.5698947446527882,493
"Extrovert",-1.5696626538911758,494
"Extrovert",-1.5694305631295633,495
"Extrovert",-1.569198472367951,496
"Extrovert",-1.5689663816063386,497
"Extrovert",-1.5687342908447262,498
"Extrovert",-1.5685022000831137,499
"Extrovert",-1.5682701093215012,500
"Extrovert",-1.568038018559889,501
"Extrovert",-1.5678059277982765,502
"Extrovert",-1.567573837036664,503
"Extrovert",-1.5673417462750516,504
"Extrovert",-1.5671096555134392,505
"Extrovert",-1.566877564751827,506
"Extrovert",-1.5666454739902145,507
"Extrovert",-1.566413383228602,508
"Extrovert",-1.5661812924669896,509
"Extrovert",-1.565949201705377,510
"Extrovert",-1.5657171109437646,511
"Extrovert",-1.5654850201821524,512
"Extrovert",-1.56525292942054,513
"Extrovert",-1.5650208386589275,514
"Extrovert",-1.564788747897315,515
"Extrovert",-1.5645566571357026,516
"Extrovert",-1.5643245663740903,517
"Extrovert",-1.5640924756124779,518
"Extrovert",-1.5638603848508654,519
"Extrovert",-1.563628294089253,520
"Extrovert",-1.5633962033276405,521
"Extrovert",-1.5631641125660283,522
"Extrovert",-1.5629320218044158,523
"Extrovert",-1.5626999310428034,524
"Extrovert",-1.562467840281191,525
"Extrovert",-1.5622357495195784,526
"Extrovert",-1.5620036587579662,527
"Extrovert",-1.5617715679963537,528
"Extrovert",-1.5615394772347413,529
"Extrovert",-1.5613073864731288,530
"Extrovert",-1.5610752957115164,531
"Extrovert",-1.560843204949904,532
"Extrovert",-1.631166705718466,533
"Extrovert",-1.5606111141882917,534
"Extrovert",-1.5603790234266792,535
"Extrovert",-1.5601469326650668,536
"Extrovert",-1.5599148419034543,537
"Extrovert",-1.5596827511418418,538
"Extrovert",-1.5594506603802296,539
"Extrovert",-1.5592185696186172,540
"Extrovert",-1.5589864788570047,541
"Extrovert",-1.5587543880953922,542
"Extrovert",-1.5585222973337798,543
"Extrovert",-1.5582902065721675,544
"Extrovert",-1.558058115810555,545
"Extrovert",-1.5578260250489426,546
"Extrovert",-1.5575939342873302,547
"Extrovert",-1.5573618435257177,548
"Extrovert",-1.5571297527641055,549
"Extrovert",-1.556897662002493,550
"Extrovert",-1.5566655712408806,551
"Extrovert",-1.556433480479268,552
"Extrovert",-1.5562013897176556,553
"Extrovert",-1.5559692989560432,554
"Extrovert",-1.555737208194431,555
"Extrovert",-1.5555051174328185,556
"Extrovert",-1.555273026671206,557
"Extrovert",-1.5550409359095936,558
"Extrovert",-1.5548088451479811,559
"Extrovert",-1.5545767543863689,560
"Extrovert",-1.5543446636247564,561
"Extrovert",-1.554112572863144,562
"Extrovert",-1.5538804821015315,563
"Extrovert",-1.553648391339919,564
"Extrovert",-1.5534163005783068,565
"Extrovert",-1.5531842098166944,566
"Extrovert",-1.552952119055082,567
"Extrovert",-1.5527200282934694,568
"Extrovert",-1.552487937531857,569
"Extrovert",-1.5522558467702448,570
"Extrovert",-1.5520237560086323,571
"Extrovert",-1.5517916652470198,572
"Extrovert",-1.5515595744854074,573
"Extrovert",-1.551327483723795,574
"Extrovert",-1.5510953929621825,575
"Extrovert",-1.5508633022005702,576
"Extrovert",-1.5506312114389578,577
"Extrovert",-1.5503991206773453,578
"Extrovert",-1.5501670299157329,579
"Extrovert",-1.5499349391541204,580
"Extrovert",-1.5497028483925082,581
"Extrovert",-1.5494707576308957,582
"Extrovert",-1.5492386668692832,583
"Extrovert",-1.5490065761076708,584
"Extrovert",-1.5487744853460583,585
"Extrovert",-1.548542394584446,586
"Extrovert",-1.5483103038228336,587
"Extrovert",-1.5480782130612212,588
"Extrovert",-1.5478461222996087,589
"Extrovert",-1.5476140315379963,590
"Extrovert",-1.547381940776384,591
"Extrovert",-1.5471498500147716,592
"Extrovert",-1.546917759253159,593
"Extrovert",-1.5466856684915467,594
"Extrovert",-1.5464535777299342,595
"Extrovert",-1.5462214869683217,596
"Extrovert",-1.5459893962067095,597
"Extrovert",-1.545757305445097,598
"Extrovert",-1.5455252146834846,599
"Extrovert",-1.5452931239218721,600
"Extrovert",-1.5450610331602597,601
"Extrovert",-1.5448289423986474,602
"Extrovert",-1.544596851637035,603
"Extrovert",-1.5443647608754225,604
"Extrovert",-1.54413267011381,605
"Extrovert",-1.5439005793521976,606
"Extrovert",-1.5436684885905854,607
"Extrovert",-1.543436397828973,608
"Extrovert",-1.5432043070673604,609
"Extrovert",-1.542972216305748,610
"Extrovert",-1.5427401255441355,611
"Extrovert",-1.5425080347825233,612
"Extrovert",-1.5422759440209108,613
"Extrovert",-1.5420438532592984,614
"Extrovert",-1.541811762497686,615
"Extrovert",-1.5415796717360735,616
"Extrovert",-1.541347580974461,617
"Extrovert",-1.5411154902128488,618
"Extrovert",-1.5408833994512363,619
"Extrovert",-1.5406513086896239,620
"Extrovert",-1.5404192179280114,621
"Extrovert",-1.540187127166399,622
"Extrovert",-1.5399550364047867,623
"Extrovert",-1.5397229456431742,624
"Extrovert",-1.5394908548815618,625
"Extrovert",-1.5392587641199493,626
"Extrovert",-1.5390266733583369,627
"Extrovert",-1.5387945825967246,628
"Extrovert",-1.5385624918351122,629
"Extrovert",-1.5383304010734997,630
"Extrovert",-1.5380983103118873,631
"Extrovert",-1.5378662195502748,632
"Extrovert",-1.5376341287886626,633
"Extrovert",-1.53740203802705,634
"Extrovert",-1.5371699472654377,635
"Extrovert",-1.5369378565038252,636
"Extrovert",-1.5367057657422127,637
"Extrovert",-1.5364736749806003,638
"Extrovert",-1.680834128703523,639
"Extrovert",-1.536241584218988,640
"Extrovert",-1.5360094934573756,641
"Extrovert",-1.5357774026957631,642
"Extrovert",-1.5355453119341507,643
"Extrovert",-1.5353132211725382,644
"Extrovert",-1.535081130410926,645
"Extrovert",-1.5348490396493135,646
"Extrovert",-1.534616948887701,647
"Extrovert",-1.5343848581260886,648
"Extrovert",-1.5341527673644761,649
"Extrovert",-1.533920676602864,650
"Extrovert",-1.5336885858412515,651
"Extrovert",-1.533456495079639,652
"Extrovert",-1.5332244043180265,653
"Extrovert",-1.532992313556414,654
"Extrovert",-1.5327602227948018,655
"Extrovert",-1.5325281320331894,656
"Extrovert",-1.532296041271577,657
"Extrovert",-1.5320639505099645,658
"Extrovert",-1.531831859748352,659
"Extrovert",-1.5315997689867396,660
"Extrovert",-1.5313676782251273,661
"Extrovert",-1.5311355874635149,662
"Extrovert",-1.5309034967019024,663
"Extrovert",-1.53067140594029,664
"Extrovert",-1.5304393151786775,665
"Extrovert",-1.5302072244170652,666
"Extrovert",-1.5299751336554528,667
"Extrovert",-1.5297430428938403,668
"Extrovert",-1.5295109521322279,669
"Extrovert",-1.5292788613706154,670
"Extrovert",-1.5290467706090032,671
"Extrovert",-1.5288146798473907,672
"Extrovert",-1.5285825890857783,673
"Extrovert",-1.5283504983241658,674
"Extrovert",-1.5281184075625533,675
"Extrovert",-1.5278863168009411,676
"Extrovert",-1.5276542260393287,677
"Extrovert",-1.5274221352777162,678
"Extrovert",-1.5271900445161037,679
"Extrovert",-1.5269579537544913,680
"Extrovert",-1.526725862992879,681
"Extrovert",-1.5264937722312666,682
"Extrovert",-1.5262616814696541,683
"Extrovert",-1.5260295907080417,684
"Extrovert",-1.5257974999464292,685
"Extrovert",-1.5255654091848168,686
"Extrovert",-1.5253333184232045,687
"Extrovert",-1.525101227661592,688
"Extrovert",-1.5248691368999796,689
"Extrovert",-1.5246370461383671,690
"Extrovert",-1.5244049553767547,691
"Extrovert",-1.5241728646151425,692
"Extrovert",-1.52394077385353,693
"Extrovert",-1.5237086830919175,694
"Extrovert",-1.523476592330305,695
"Extrovert",-1.5232445015686926,696
"Extrovert",-1.5230124108070804,697
"Extrovert",-1.522780320045468,698
"Extrovert",-1.5225482292838555,699
"Extrovert",-1.522316138522243,700
"Extrovert",-1.5220840477606306,701
"Extrovert",-1.5218519569990183,702
"Extrovert",-1.5216198662374059,703
"Extrovert",-1.5213877754757934,704
"Extrovert",-1.521155684714181,705
"Extrovert",-1.5209235939525685,706
"Extrovert",-1.520691503190956,707
"Extrovert",-1.5204594124293438,708
"Extrovert",-1.5202273216677313,709
"Extrovert",-1.5199952309061189,710
"Extrovert",-1.5197631401445064,711
"Extrovert",-1.519531049382894,712
"Extrovert",-1.5192989586212817,713
"Extrovert",-1.5190668678596693,714
"Extrovert",-1.5188347770980568,715
"Extrovert",-1.5186026863364444,716
"Extrovert",-1.518370595574832,717
"Extrovert",-1.5181385048132197,718
"Extrovert",-1.5179064140516072,719
"Extrovert",-1.5176743232899947,720
"Extrovert",-1.5174422325283823,721
"Extrovert",-1.5172101417667698,722
"Extrovert",-1.5169780510051576,723
"Extrovert",-1.5167459602435451,724
"Extrovert",-1.5165138694819327,725
"Extrovert",-1.5162817787203202,726
"Extrovert",-1.5160496879587078,727
"Extrovert",-1.5158175971970953,728
"Extrovert",-1.515585506435483,729
"Extrovert",-1.5153534156738706,730
