"﻿StudentID","Age","Gender","Ethnicity","ParentalEducation","StudyTimeWeekly","Absences","Tutoring","ParentalSupport","Extracurricular","Sports","Music","Volunteering","GPA","confidence(2)","confidence(1)","confidence(4)","confidence(3)","confidence(0)","prediction(GradeClass)"
"2471","15","0","0","2","8.802","1","1","1","1","0","1","0","3.307",0.0689358626271597,0.41959075886730307,2.8268796569371165E-7,0.00443642482754757,0.507036670990024,"0"
"2472","16","1","0","2","1.823","15","1","1","0","0","0","0","1.611",0.13561574709258523,5.800314189905362E-5,0.14792089462842598,0.7162828898954502,1.2246524163943547E-4,"3"
"2473","15","1","0","2","14.372","23","0","4","1","1","0","57378500596372","1.922",3.7950854199590877E-7,9.364337238066602E-7,0.9995402966129631,3.92125599282839E-4,6.626184548814363E-5,"4"
"2474","16","1","0","2","4.275","13","0","1","0","0","0","0","1.674",0.2083379130375865,2.5095742794561624E-5,0.11309482338668314,0.6785065161889763,3.5651643959490666E-5,"3"
"2475","18","1","0","3","3.939","25","0","2","0","0","1","0","0.491",1.1362707792881233E-4,2.471604961957826E-4,0.9989075184400217,5.687941104282743E-5,6.748145748109993E-4,"4"
"2476","18","1","1","1","8.255","7","0","2","0","0","0","1","2.232",0.0030071461014254002,0.002092394350628381,1.1201085051462406E-5,0.9948887825415175,4.7592137728796E-7,"3"
"2477","17","1","1","1","4.556","13","1","2","1","0","1","0","2.259",0.2805036353968931,1.7086609275434518E-4,0.06631906615556457,0.6509546335617121,0.0020517987930757835,"3"
"2478","18","1","0","3","11.677","1","1","2","0","0","0","0","3.454",0.08387824731610749,0.5149320316881666,3.732630102688011E-7,0.002995795809719872,0.3981935519229957,"1"
"2479","16","1","0","1","7.429","15","1","3","1","0","0","0","2.159",0.15774253762130794,1.4522486010625304E-4,0.10869759582798273,0.7315586421797667,0.0018559995108363724,"3"
"2480","18","0","0","4","8.978","3","0","2","0","1","0","0","2.748",0.998346676581059,0.001184434486524264,2.8039555636480088E-9,5.89758495657167E-5,4.0991027889551154E-4,"2"
"2481","17","0","0","3","10.743","0","0","1","1","0","0","1","3.324",0.035423837974913816,0.4048346977888731,1.0161650139952918E-6,6.037226506083565E-6,0.559734410844693,"0"
"2482","15","1","2","270710449636097","22","0","2","0","0","0","0","0.910","1.922",1.9345567407180777E-4,0.004699406435650417,3.0808420623617333E-7,3.627763210127947E-8,0.9951067935284396,"0"
"2483","16","1","0","4","3.115","19","0","3","0","1","0","0","1.168",3.9061409711866966E-8,1.4443174302102955E-7,0.9998674149153997,1.3191391093880355E-4,4.876805089988628E-7,"4"
"2484","15","0","0","0","17.608","26","0","4","0","0","0","0","1.220",2.6966101835853277E-4,3.9249928717834684E-4,0.995828023477715,1.9318211084972645E-4,0.0033166341058984464,"4"
"2485","17","0","0","1","8.674","13","1","3","0","0","1","0","2.335",0.20068356143058227,1.1089256741915071E-4,0.058658774086370116,0.7397481774459986,7.985944696297479E-4,"3"
"2486","17","0","2","2","8.242","7","1","3","0","0","0","0","2.845",0.34483373260098615,0.38223429387949986,9.78877796039091E-4,0.2715786767743914,3.74418949083526E-4,"1"
"2487","17","1","1","1","0.712","24","1","2","1","0","0","0","0.972",1.907495045918646E-7,7.806422986327785E-7,0.9999931391547726,1.3345400209559419E-7,5.75599942204775E-6,"4"
"2488","15","0","0","3","9.960","27","1","3","0","0","0","1","0.856",1.2777159078682435E-4,8.254207058988812E-4,0.9964349429669246,9.194962885216626E-5,0.0025199151075374843,"4"
"2489","15","1","1","0","11.083","24","0","4","0","0","0","0","0.953",2.8091857651881143E-4,4.541375547838849E-4,0.9921361521568276,1.9147906498525886E-4,0.006937312646884417,"4"
"2490","15","1","2","2","11.177","2","0","2","0","1","0","0","3.235",0.15388808397330128,0.26718740386121176,6.690363774191867E-7,0.008125877046852728,0.5707979660822567,"0"
"2491","15","0","3","2","14.141","4","0","0","0","0","0","0","2.533",0.279782925844369,0.34804936510869,2.397812837130668E-6,0.16790190473690864,0.2042634064971953,"1"
"2492","17","1","0","2","3.550","5","0","4","0","0","0","0","2.772",0.9996331186599621,2.556077432995154E-4,7.570015432874994E-10,1.1116335335220471E-4,1.0948638489239672E-7,"2"
"2493","17","1","2","1","5.044","21","0","3","0","0","0","0","0.947",7.287093765285078E-11,1.342235370632479E-10,0.9999999987532604,9.615078547158397E-11,9.434942422213607E-10,"4"
"2494","16","1","3","1","16.215","25","1","2","0","1","0","0","1.315",1.565279935672106E-4,5.194183157945979E-4,0.996997351660842,1.398980039478211E-4,0.002186804025848343,"4"
"2495","16","1","3","3","18.943","7","0","4","0","1","1","0","3.318",0.45348132615915615,0.27019829893873165,0.0013079547039859473,0.2745864410717045,4.259791264218648E-4,"2"
"2496","15","0","1","1","2.719","5","0","2","0","0","1","0","2.331",9.680200915432052E-4,0.002455898861076366,2.0335524339564116E-9,0.9965758115824362,2.6743139164879147E-7,"3"
"2497","18","0","1","3","9.953","5","0","2","1","0","0","0","2.906",0.3199929025887681,0.6029415363962088,6.677298485429351E-7,0.07694929127943766,1.1560200573674823E-4,"1"
"2498","18","1","0","2","4.284","3","0","3","0","1","1","0","3.345",0.0759499469182909,0.1846183541083518,3.07824525028104E-7,0.005917893953576197,0.733513497195256,"0"
"2499","17","1","2","2","1.201","6","0","1","0","0","0","0","2.168",0.47752016142163756,0.19401966066108156,1.5327081573355451E-6,0.21107953923232106,0.11737910597680254,"2"
"2500","17","0","1","2","6.510","29","0","3","0","0","0","1","0.211",1.8635347388843129E-4,6.59803118696743E-4,0.9951461790186977,1.542870446493152E-4,0.0038533773440677017,"4"
"2501","17","1","1","1","2.874","29","0","1","0","0","0","0","1.922",1.4239730845195426E-7,1.6710702531622085E-7,0.9999992895360656,1.7053237492008667E-7,2.3042722543776068E-7,"4"
"2502","16","0","0","2","14.199","23","1","1","0","0","0","0","0.894",1.1407074145235215E-4,2.5797332113551444E-4,0.8265682524723221,0.17261568971908522,4.440137460047705E-4,"4"
"2503","16","1","2","3","10.675","18","0","2","1","0","1","0","1.831",7.068047062487893E-5,2.4425360477098323E-4,0.4420005000464662,0.554992299949718,0.002692265928419991,"3"
"2504","17","1","2","2","2.877","6","0","2","0","0","0","0","2.465",0.0022021125705400857,0.0016449807772607563,5.943175576400172E-9,0.9944343671704026,0.0017185335386211316,"3"
"2505","17","0","0","4","0.185","2","0","1","1","0","0","0","2.651",0.3084676562704681,0.47647025609160126,2.164211696353307E-6,0.04020997164021368,0.1748499517860206,"1"
"2506","17","0","2","2","16.163","7","1","4","0","0","0","0","3.162",0.4085080461055059,0.3047852681055428,9.277796756385257E-4,0.2852077627236761,5.711433896367046E-4,"2"
"2507","18","0","1","1","3.524","0","0","2","1","0","0","0","2.906",0.011407708852709756,0.1858813036673806,1.605431492186714E-7,1.5995151022995177E-6,0.8027092274216582,"0"
"2508","16","0","2","1","12.124","0","1","1","1","0","1","0","3.733",0.0048862492157284165,0.1110798445603497,9.041927276740397E-8,1.3642640783692188E-6,0.8840324515405706,"0"
"2509","18","1","0","4","6.738","13","1","2","0","1","0","0","2.110",1.5690706562779998E-4,7.820807028001728E-8,1.406622701874479E-4,0.9997021797596413,1.7269647314258746E-7,"3"
"2510","18","0","0","1","11.710","5","1","3","0","0","0","0","2.547",0.9983361003457702,0.001453872233497981,1.4361878360802794E-9,2.0969582450632165E-4,3.301600378000864E-7,"2"
"2511","17","1","3","3","6.313","9","0","2","0","0","0","1","2.116",0.6614722692654104,0.12427477932236358,0.003663176637630724,0.21052676803620216,6.300673839318468E-5,"2"
"2512","17","0","0","3","1.739","24","0","1","1","0","0","0","0.484",1.562558641535111E-4,2.0844613713357106E-4,0.9991557572369614,1.7373771348617455E-4,3.0580304826548595E-4,"4"
"2513","15","0","2","1","4.459","27","0","1","0","0","0","0","1.922",8.357372524871046E-8,1.076288735038064E-7,0.9999995555031596,1.3409641394314003E-7,1.1919782798034287E-7,"4"
"2514","15","1","0","0","3.761","13","0","2","0","0","0","0","1.811",0.3155345339294513,5.995093122598242E-5,0.11583669479829937,0.5684250115140579,1.4380882696552827E-4,"3"
"2515","18","0","1","2","8.560","3","0","2","0","0","0","1","2.674",0.9957598552984716,0.002298446804668951,2.75871362332893E-9,3.318589152981653E-5,0.0019085092466160105,"2"
"2516","16","0","0","1","13.166","5","1","3","0","0","1","0","3.103",1.7682088474009732E-4,0.9997552879818495,3.6020459263874444E-10,6.763598094507826E-5,2.547922607220034E-7,"1"
"2517","17","0","1","2","5.276","15","1","4","1","0","0","0","2.433",0.14399561635050853,1.1567835636540795E-4,0.06306971977690583,0.7887848747579144,0.004034110758305908,"3"
"2518","17","0","0","2","0.241","27","0","1","1","1","1","0","0.592",1.4219162850476338E-4,2.1997002305248014E-4,0.9982955410434495,1.5735731370975786E-4,0.0011849399912834367,"4"
"2519","18","1","0","2","10.379","20","0","3","0","1","1","1","1.420",6.063568300805427E-8,1.6237958328589342E-7,0.9999142702291368,8.326685266072432E-5,2.239902936297185E-6,"4"
"2520","15","1","0","2","12.115","27","1","4","0","1","1","0","1.365",1.8832776740468528E-4,6.117546240400584E-4,0.982826576751988,1.5137454864770037E-4,0.01622196630791947,"4"
"2521","16","0","0","1","19.257","0","0","4","0","0","0","0","3.525",0.012060318878382673,0.1388607417469624,1.7710689857534504E-7,2.6619693684773517E-6,0.8490761002983879,"0"
"2522","15","0","3","2","11.789","5","0","4","1","0","1","562181766199736","1.922",0.29135586186908197,0.6092344299697928,2.4830241921861316E-4,0.0974742237582459,0.0016871819836606194,"1"
"2523","15","0","3","1","9.423","8","0","3","1","1","0","0","2.571",0.327653593804388,0.15877379549933274,0.001183411480587818,0.5121921111702444,1.970880454469551E-4,"3"
"2524","15","1","0","1","11.468","14","1","2","0","0","0","1","2.135",2.0944283471851873E-4,8.622177926863612E-8,6.067217964477838E-5,0.9997296439096318,1.5485422562044858E-7,"3"
"2525","15","1","2","2","18.558","11","0","2","0","1","0","1","2.302",2.0356483230309793E-4,6.161528275140124E-8,6.608216132502938E-5,0.9997299929319797,2.9845910930970736E-7,"3"
"2526","17","1","0","3","16.568","2","1","2","1","0","0","0","3.354",0.09799219016022406,0.29753049023326755,2.564534780599213E-7,0.003227099641385999,0.6012499635116444,"0"
"2527","17","1","1","1","6.460","10","0","3","0","0","1","0","2.253",0.374564251976599,0.08101741439594398,0.005507373600723363,0.538424874461583,4.8608556515055204E-4,"3"
"2528","15","0","2","2","4.745","14","0","2","0","0","0","59778342061027","1.922",0.007282930996605593,2.727838269714283E-6,0.9681903065791719,0.024502321331955103,2.1713253997698972E-5,"4"
"2529","16","0","3","2","5.253","2","0","1","0","0","0","0","2.705",0.9989744487128323,6.488331445470365E-4,2.61816938807137E-9,4.791173998545293E-5,3.288037844655957E-4,"2"
"2530","18","0","0","1","10.088","13","0","1","0","0","0","0","1.821",0.218862577228252,2.319487957442259E-5,0.1012334240414201,0.6798609183257281,1.9885525025306698E-5,"3"
"2531","16","1","2","1","14.881","1","0","3","0","0","1","0","3.261",0.031542330865393306,0.19248732344979894,1.4989792200406575E-7,0.002616506987105253,0.7733536887997805,"0"
"2532","16","0","0","3","10.064","28","0","3","1","0","0","0","0.742",2.599146906007506E-4,8.421791931143379E-4,0.9931978578393198,2.502769557300149E-4,0.00544977132123495,"4"
"2533","16","1","3","2","1.356","3","1","2","0","0","1","1","2.944",0.058784656749799394,0.34959790787436373,2.4966429673708515E-7,0.0031072198320723234,0.5885099658794678,"0"
"2534","15","1","0","2","14.472","25","0","1","0","0","0","0","0.447",9.892409046323586E-5,9.737043103796355E-5,0.9996158653435699,9.562010449767555E-5,9.222003043134938E-5,"4"
"2535","17","0","1","2","16.119","18","1","3","0","0","0","0","1.844",1.844003420617234E-7,9.019192935983742E-7,0.9977924413909931,0.0021985810586667054,7.891230704447589E-6,"4"
"2536","16","0","1","0","5.790","11","1","0","1","0","0","0","1.899",0.23560654861372418,5.219256304211948E-5,0.03123471452467127,0.7315694150674028,0.001537129231159471,"3"
"2537","15","0","1","2","13.283","1","1","2","0","0","0","0","3.379",0.04626309231390311,0.4988479584862469,1.5005759153237387E-7,0.002789965393715353,0.45209883374854315,"1"
"2538","16","1","0","2","8.532","16","1","2","0","0","0","1","1.667",1.4079094117596438E-4,4.2668411101459394E-7,0.9992755351901033,5.817038792835682E-4,1.5433053263067457E-6,"4"
"2539","16","1","3","2","17.782","2","0","4","0","0","0","0","3.309",0.14396281003708014,0.1505559304371263,3.890538811382805E-7,0.007084033278978022,0.6983968371929343,"0"
"2540","15","0","0","1","16.905","9","0","2","1","1","0","0","2.762",0.6012292697732469,0.13313826869477913,0.002045588827734707,0.26344059026803324,1.4628243620602857E-4,"2"
"2541","17","0","1","0","10.509","15","1","2","0","0","0","1425379785048077","1.922",0.004096330083394696,6.429643135866944E-6,0.9811377011017739,0.014646305881437168,1.1323329025835329E-4,"4"
"2542","17","1","0","1","13.830","21","1","3","0","1","0","0","1.487",1.9110771822893638E-4,6.290440604168723E-4,0.993688178674884,2.0223160832230156E-4,0.005289437938147907,"4"
"2543","18","0","0","4","17.667","8","1","2","0","1","0","1","2.874",0.9982902626102074,9.264932777697303E-4,8.410308779230369E-6,7.745503530848061E-4,2.8345015878981513E-7,"2"
"2544","15","1","1","2","9.914","10","0","1","0","0","0","159494650624468","1.922",0.07933438287333429,0.01231719772840376,0.8040169359986893,0.10429498117481373,3.650222475896638E-5,"4"
"2545","18","1","0","2","6.265","20","0","2","1","0","0","7029676373108","1.922",2.984753950891597E-7,7.276966184389357E-7,0.999647156545403,3.403569457697654E-4,1.1460336813651717E-5,"4"
"2546","18","0","0","0","15.073","14","0","4","1","0","0","0","2.605",0.99959093669603,2.6644855623938274E-8,3.1263201246761086E-5,3.770740795941665E-4,6.993782732745991E-7,"2"
"2547","18","0","0","0","4.401","2","1","2","0","0","1","1","3.363",0.05994102125268345,0.23117406918146668,1.868952267318291E-7,8.420859883215834E-4,0.7080426366823015,"0"
"2548","17","0","0","2","7.771","15","0","3","0","1","0","0","2.125",0.10680695381155406,5.364819864019498E-5,0.10167166567807584,0.7911355166919144,3.3221561981564425E-4,"3"
"2549","15","0","2","2","17.315","29","0","4","0","1","0","506689803906935","1.922",4.4367238802780876E-7,1.3168221614753992E-6,0.999927472615552,5.539236386741931E-7,7.021296625974721E-5,"4"
"2550","18","1","2","2","14.488","20","0","3","0","0","0","1","1.580",7.380851936747949E-5,1.5070425018531337E-4,0.8720302506946366,0.1261593321819304,0.001585904353880081,"4"
"2551","15","1","0","1","8.076","20","0","3","1","0","0","0","1.397",1.1123411206968331E-7,2.3567513500966924E-7,0.9997227236371589,2.7557835357844903E-4,1.3511000156836733E-6,"4"
"2552","15","1","0","2","4.295","20","0","3","0","1","0","0","1.166",8.269229985056592E-8,1.7248064977034297E-7,0.9997546959155593,2.4406115119980193E-4,9.877602913372785E-7,"4"
"2553","17","0","0","1","7.119","27","1","4","0","1","0","0","0.962",1.725167022133157E-7,4.616265850752769E-7,0.9999931218992619,1.9051274129396852E-7,6.05344470953534E-6,"4"
"2554","18","1","0","1","5.682","11","1","4","1","0","0","0","2.310",2.629965916405217E-4,5.8306266383717147E-8,2.813127853656662E-5,0.9997073969266889,1.4168968676999852E-6,"3"
"2555","18","0","1","2","3.522","22","0","4","0","0","0","0","0.936",2.29173837236481E-4,3.731515705822617E-4,0.9944975201874346,1.767563265380566E-4,0.004723398078208743,"4"
"2556","15","0","1","1","14.867","4","0","3","0","0","0","1","2.938",0.9912431750540741,0.005097793651592216,3.849773580835464E-9,3.1517150031334365E-4,0.003343855944246585,"2"
"2557","16","0","0","1","5.041","6","1","2","1","0","0","1","2.767",0.14943005933469042,0.3860663876063699,3.1442766995851234E-7,0.022811015394282853,0.441692223236987,"0"
"2558","17","0","0","2","9.083","8","0","1","1","1","0","269833109614934","1.922",0.20706737798297173,0.08089344596062428,0.46312333748248047,0.2487737356765902,1.4210289733323302E-4,"4"
"2559","17","0","0","2","7.717","20","1","2","1","1","0","0","1.536",1.301992285084844E-4,5.045561942972251E-4,0.7012994588002349,0.29378260774560816,0.004283178031351319,"4"
"2560","17","0","2","3","19.642","17","0","4","1","1","1","0","2.495",3.3017188544630026E-8,8.710263293355188E-8,1.453579341773719E-4,0.9998498857206418,4.636225359283932E-6,"3"
"2561","17","1","3","2","7.822","20","0","3","0","0","0","0","1.616",9.675462825182489E-5,1.4544083216259173E-4,0.6782976306656568,0.3207473572054891,7.128166684397235E-4,"4"
"2562","18","0","0","0","1.600","7","0","2","0","1","0","0","2.210",0.5687719788306274,0.26801084822497645,0.001611341637069222,0.16150206906427417,1.0376224305280371E-4,"2"
"2563","18","1","0","1","1.797","11","1","2","0","0","0","1","1.798",0.3458420307370295,1.2732442674963943E-4,0.07450282643851727,0.5791868907266685,3.409276710349007E-4,"3"
"2564","16","1","2","4","11.815","19","0","2","1","0","1","0","1.566",5.203468584642386E-5,2.4724857764058493E-4,0.868133003263484,0.1300096305662259,0.0015580829068033873,"4"
"2565","17","0","3","2","11.987","1","0","2","0","0","0","0","2.921",0.15424050379155504,0.5388857339316718,6.399726385362413E-7,0.011051423368777525,0.29582169893535704,"1"
"2566","17","0","0","2","8.375","9","0","3","0","0","0","0","2.520",0.9994815780285883,1.2228326541942813E-4,2.5300354218494635E-6,3.934413217246874E-4,1.673488455873294E-7,"2"
"2567","15","0","0","0","8.637","18","0","2","1","0","0","0","1.489",1.6791611254362608E-7,3.603961327835629E-7,0.9990809171016599,9.170862493692051E-4,1.4683367255362327E-6,"4"
"2568","18","1","0","2786516568174243","8","0","1","0","0","0","0","1.664","1.922",9.628016178578154E-4,0.015234829007956698,4.093656367698036E-6,1.0261270117266684E-7,0.9837981731051166,"0"
"2569","17","0","1","0","10.331","24","0","2","0","0","0","0","0.774",2.557148674169726E-4,6.015709549904325E-4,0.9966631609902344,1.8004136893550018E-4,0.0022995118184227703,"4"
"2570","16","1","0","2","10.095","23","0","1","0","1","0","0","0.892",6.986341492015509E-8,7.889727689293484E-8,0.9998932764738897,1.064010186902664E-4,1.7374672830391309E-7,"4"
"2571","16","0","0","3","2.991","7","0","4","0","0","0","0","2.215",0.46750609106874624,0.2727054053095365,0.0012208323459319311,0.25842886394219194,1.3880733359327943E-4,"2"
"2572","18","0","1","4767877222185516","23","0","2","0","0","0","0","0.652","1.922",1.781527837227236E-4,0.005051552648856358,1.95104458420759E-7,2.4367179620354665E-8,0.9947700750957829,"0"
"2573","16","1","0","2","2.471","23","0","4","0","0","0","0","0.974",1.3931906213105497E-4,1.9570317082519717E-4,0.8410041076936879,0.15658625141064253,0.002074618662713482,"4"
"2574","16","1","2","2205649298251704","23","0","1","0","1","0","0","0.341","1.922",1.519798171121243E-4,0.0038205951460462515,5.986298093918382E-7,2.487531823058021E-8,0.996026801531714,"0"
"2575","18","0","0","3","12.194","0","0","1","0","0","0","0","2.773",0.07244116228457702,0.529466212472366,1.9331944845790807E-6,1.470243980675569E-5,0.3980759896087657,"1"
"2576","17","1","0","2","3.930","5","0","3","0","0","0","0","2.498",0.40398765902041744,0.44798359742171856,1.1161763520085449E-6,0.14792732177448126,1.0030560703058953E-4,"1"
"2577","17","1","1","0","5.029","11","0","3","0","1","0","1764437464311585","1.922",0.015755871972346583,6.646979483376137E-6,0.9208817839479183,0.06301737499976767,3.383221004841797E-4,"4"
"2578","16","1","0","2","3.471","24","0","2","0","0","1","0","0.773",1.4296807556734572E-4,3.612261097729857E-4,0.9979643908149791,8.823338420802222E-5,0.0014431816154725793,"4"
"2579","16","1","3","1","19.157","23","0","1","0","0","1","0","0.988",1.025980791324235E-4,1.269195441974072E-4,0.8285695466989615,0.1709821986703709,2.187370073378621E-4,"4"
"2580","17","1","1","2","17.092","18","0","0","0","1","0","0","1.378",5.526083743984038E-5,4.44021813876419E-5,0.4333424123385764,0.5660737342087432,4.841904338528034E-4,"3"
"2581","18","0","0","2","4.610","26","0","3","1","0","0","0","0.477",1.930042968387757E-4,3.7182905565465944E-4,0.99582446962332,1.3229509875557955E-4,0.0034784019254308356,"4"
"2582","16","0","2","2","6.551","16","0","1","1","1","0","0","1.836",0.04999481637638875,5.308745931916689E-5,0.2335927108576107,0.715976964475745,3.8242083093638585E-4,"3"
"2583","15","1","0","1","4.198","1","1","2","0","0","0","0","2.924",0.9927698796719585,0.0046078873460974916,2.6380288225804048E-9,3.316315033338454E-5,0.002589067193581641,"2"
"2584","18","0","3","1","9.838","10","1","3","0","0","0","1","2.289",3.95296159955079E-4,1.0466318539830716E-4,7.718223537671153E-6,0.9994919689227517,3.53508357168442E-7,"3"
"2585","16","0","0","2","0.392","17","0","0","0","0","0","0","0.822",7.79987453383525E-8,6.467762700698428E-8,0.9989071011173881,0.00109247160707995,2.8459915955987683E-7,"4"
"2586","16","1","1","3","13.427","22","0","1","1","1","0","0","1.468",1.037752064499969E-7,2.020932820531316E-7,0.999998640397378,1.1420981753515617E-7,9.39524316024349E-7,"4"
"2587","15","0","0","2","10.463","27","1","0","1","0","0","0","0.654",1.2954114293991582E-4,1.9016901886421514E-4,0.9978547649070536,9.803543272548471E-5,0.001727489498416978,"4"
"2588","15","1","0","1","17.973","21","1","4","0","0","1","0","1.826",2.3094509457060328E-4,7.13301139999891E-4,0.9897912215245531,1.76579283779473E-4,0.009087952957096995,"4"
"2589","17","1","2","3","3.288","10","0","2","1","0","1","0","2.168",0.42606277175516055,0.08573797544055649,0.00864913968815087,0.47897770019523944,5.724129208925659E-4,"3"
"2590","18","0","2","3","16.082","17","0","4","1","0","0","0","1.813",1.5035691469053028E-7,2.4961776964805563E-7,0.9979237016135154,0.0020699831436548936,5.915268145541433E-6,"4"
"2591","18","1","0","1","15.839","7","0","1","0","1","0","101355275332473","1.922",0.26434706113764,0.10222526749878394,0.5191485697819789,0.1142348435410509,4.425804054631255E-5,"4"
"2592","17","1","0","0","2.544","14","0","3","0","1","0","0","2.137",2.4019109775461848E-4,3.935699458944246E-8,4.983009541587965E-5,0.9997095009536204,4.3849621448679973E-7,"3"
"2593","18","1","2","2","7.971","8","0","1","0","0","1","0","2.297",0.4473207784797546,0.09360226027045872,0.0030918268576351064,0.4559141131077268,7.102128442473262E-5,"3"
"2594","18","1","3","3","3.403","14","0","2","0","0","0","0","1.500",0.7807278661681161,7.725991404257171E-8,0.21804778517272486,0.0012241418570056789,1.2954223929279452E-7,"2"
"2595","18","1","0","4","5.094","6","1","3","0","0","0","0","2.528",0.19949831138092058,0.3889287865798551,9.23570673368706E-7,0.098656491957268,0.31291548651128276,"1"
"2596","18","0","0","3","5.265","19","0","3","1","0","0","0","1.379",5.1989415064658075E-8,1.205226086403405E-7,0.9999435142196298,5.553808327695739E-5,7.751850696397164E-7,"4"
"2597","18","0","0","2","11.125","12","0","3","0","1","0","0","2.462",0.3135594907944849,0.04660716958912431,0.05156943383558214,0.5880417202388071,2.221855420014657E-4,"3"
"2598","15","1","2","2","8.228","12","0","3","0","0","0","1","2.143",3.9705764163790956E-4,8.140687815849232E-5,9.983886021139059E-5,0.9994213030560578,3.9356393436639756E-7,"3"
"2599","18","1","0","0","18.955","0","0","1","1","0","1","0","3.479",0.01984150976182211,0.12769205760019572,3.870120272432956E-7,2.039833742563247E-6,0.8524640057922125,"0"
"2600","15","0","0","1","2.527","19","0","2","0","0","0","0","1.136",1.2319011036625164E-4,2.7414296824149187E-4,0.8466318718624664,0.15269856897441145,2.7222608451450415E-4,"4"
"2601","18","1","2","2","19.474","3","0","2","0","0","0","0","3.316",0.19588202912147443,0.3372866580355556,8.633765367749005E-7,0.014245257840622746,0.4525851916258106,"0"
"2602","17","0","0","2","4.613","23","0","3","0","0","1","0","0.945",1.2289667941656546E-4,3.288759356395628E-4,0.8100830013169024,0.18732562845607628,0.002139597611965096,"4"
"2603","16","1","0","2","15.457","3","0","1","0","1","1","0","3.360",0.21804474381428812,0.37435801597847707,1.0561368788927197E-6,0.023960172359439997,0.383636011710916,"0"
"2604","15","1","0","2","6.779","3","1","4","0","0","0","0","3.583",0.08367635353519662,0.22724842621170152,2.16157975635937E-7,0.007036060403117344,0.6820389436920089,"0"
"2605","18","1","0","1","2.862","12","0","2","1","0","0","1","2.269",0.49766211506317387,0.07428924305892295,0.09298792860003377,0.3348697114981369,1.9100177973253686E-4,"2"
"2606","17","1","0","2","17.158","1","0","3","0","0","1","1","3.395",0.04665046702632444,0.2751843362080338,2.861698699129505E-7,0.0019843625711668846,0.676180548024605,"0"
"2607","16","1","1","0","6.177","27","0","1","0","1","0","0","0.424",1.677387675395033E-4,2.3357596874001957E-4,0.9983377296195647,1.4915339122963624E-4,0.0011118022529262026,"4"
"2608","15","1","0","2","13.177","25","0","2","0","0","0","0","0.836",1.1760567983991625E-4,2.1282400254573957E-4,0.9992419533490764,7.954351402969944E-5,3.4807345450824117E-4,"4"
"2609","16","1","1","2","11.329","22","0","3","1","0","0","0","1.286",1.9888268765790197E-4,5.948119306135503E-4,0.9889151943026855,1.7069971497305156E-4,0.010120411364070112,"4"
"2610","17","0","2","2","9.435","14","0","2","1","0","0","0","2.132",1.9893817824095695E-4,4.223717831063793E-8,4.5704125666026204E-5,0.9997550157265802,2.997323345432916E-7,"3"
"2611","15","0","2","4","9.916","3","0","4","1","0","0","0","3.309",0.07254104595668603,0.25202108033274784,4.136306997158111E-7,0.021044614900328384,0.6543928451795381,"0"
"2612","16","0","0","1","14.645","26","0","3","0","1","0","0","0.959",1.838234122025752E-4,5.05182104513403E-4,0.9964516102829961,2.246136051642859E-4,0.002634770595123651,"4"
